source,target,label,type,year,frequency,east_west,capacity,distance,edge_type
19892619,198930,12,bus,1989,10,west,100,0.39835193270871505,bus
198930,19891966,12,bus,1989,10,west,100,0.3265907629929743,bus
19891966,19892452,12,bus,1989,10,west,100,0.40202979722180104,bus
19892452,1989875,12,bus,1989,10,west,100,0.16638311783735085,bus
1989875,19892441,12,bus,1989,10,west,100,0.5810624927015325,bus
19892441,19891535,12,bus,1989,10,west,100,0.7788795021751238,bus
19891535,1989914,12,bus,1989,10,west,100,0.7785979422483059,bus
1989914,1989972,12,bus,1989,10,west,100,0.5078792277463381,bus
1989972,1989636,12,bus,1989,10,west,100,0.4327364580048895,bus
1989636,19892620,12,bus,1989,10,west,100,0.09587149513464985,bus
19892620,19891863,15,bus,1989,20,west,100,0.07537232012242251,bus
19892620,19891863,12,bus,1989,10,west,100,0.07537232012242251,bus
19892620,19891391,15,bus,1989,20,west,100,0.5055202858007863,bus
19891863,1989969,15,bus,1989,20,west,100,0.3841773729515177,bus
19891863,1989112,12,bus,1989,10,west,100,0.4118449898144181,bus
1989112,1989455,12,bus,1989,10,west,100,0.30033449469893536,bus
1989455,19892511,15,bus,1989,20,west,100,0.3658347072052586,bus
1989455,19891407,15,bus,1989,20,west,100,0.4748295938904703,bus
1989455,1989186,12,bus,1989,10,west,100,0.5274408195448321,bus
1989186,19891406,12,bus,1989,10,west,100,0.17151526925599078,bus
19891406,1989802,12,bus,1989,10,west,100,0.39310233481628754,bus
198914,1989520,14,strassenbahn,1989,10,east,195,0.6731079162662776,strassenbahn
198914,1989520,18,strassenbahn,1989,10,east,195,0.6731079162662776,strassenbahn
198914,1989520,18E,strassenbahn,1989,10,east,195,0.6731079162662776,strassenbahn
198914,1989520,12,strassenbahn,1989,20,east,195,0.6731079162662776,strassenbahn
1989520,1989865,14,strassenbahn,1989,10,east,195,1.4245358285585035,strassenbahn
1989520,1989865,18,strassenbahn,1989,10,east,195,1.4245358285585035,strassenbahn
1989520,1989865,18E,strassenbahn,1989,10,east,195,1.4245358285585035,strassenbahn
1989520,1989865,12,strassenbahn,1989,20,east,195,1.4245358285585035,strassenbahn
1989865,19891592,14,strassenbahn,1989,10,east,195,1.5620159213268392,strassenbahn
1989865,19891592,18,strassenbahn,1989,10,east,195,1.5620159213268392,strassenbahn
1989865,19891592,18E,strassenbahn,1989,10,east,195,1.5620159213268392,strassenbahn
1989884,19891252,29,strassenbahn,1989,20,east,195,0.6542562677023614,strassenbahn
1989884,19891730,29,strassenbahn,1989,20,east,195,1.2274368915861433,strassenbahn
1989884,19891730,3,strassenbahn,1989,10,east,195,1.2274368915861433,strassenbahn
1989884,19891730,12,strassenbahn,1989,20,east,195,1.2274368915861433,strassenbahn
1989884,19891251,3,strassenbahn,1989,10,east,195,2.2737869260889467,strassenbahn
19891730,1989231,19,strassenbahn,1989,0,east,195,0.22997545624220125,strassenbahn
19891730,1989231,29,strassenbahn,1989,20,east,195,0.22997545624220125,strassenbahn
19891730,1989231,3,strassenbahn,1989,10,east,195,0.22997545624220125,strassenbahn
19891730,1989231,12,strassenbahn,1989,20,east,195,0.22997545624220125,strassenbahn
19891730,1989885,19,strassenbahn,1989,0,east,195,1.2300140064345502,strassenbahn
1989231,19891959,19,strassenbahn,1989,0,east,195,0.5590939158297408,strassenbahn
1989231,19891959,29,strassenbahn,1989,20,east,195,0.5590939158297408,strassenbahn
1989231,19891959,3,strassenbahn,1989,10,east,195,0.5590939158297408,strassenbahn
1989231,19891959,12,strassenbahn,1989,20,east,195,0.5590939158297408,strassenbahn
19891959,1989304,3,strassenbahn,1989,10,east,195,0.4319334948532849,strassenbahn
198934,1989633,14,bus,1989,15,west,100,0.22965729700054138,bus
198934,1989632,27,bus,1989,30,west,100,0.24512410420926223,bus
198934,1989866,13,bus,1989,15,west,100,2.668121945290682,bus
1989866,19892530,13,bus,1989,15,west,100,2.1235651837446348,bus
19892530,198971,13,bus,1989,15,west,100,0.4235905589763945,bus
198971,1989182,13,bus,1989,15,west,100,0.24040631978181168,bus
1989182,19891767,13,bus,1989,15,west,100,0.5087833255060585,bus
19891767,1989115,13,bus,1989,15,west,100,0.579051866395635,bus
1989115,1989638,13,bus,1989,15,west,100,0.36115569988510793,bus
1989638,19892649,20,bus,1989,10,west,100,2.2433101291568227,bus
1989638,19892007,20,bus,1989,10,west,100,0.5705613684261237,bus
1989638,19892007,13,bus,1989,15,west,100,0.5705613684261237,bus
19892007,19891832,20,bus,1989,10,west,100,1.001058182001881,bus
19892007,19891832,13,bus,1989,15,west,100,1.001058182001881,bus
19891832,19892459,20,bus,1989,10,west,100,1.1426499734143716,bus
19891832,19892457,13,bus,1989,15,west,100,0.6088598797636356,bus
19892457,19892403,14,bus,1989,15,west,100,0.5170570116751261,bus
19892457,19892403,15,bus,1989,20,west,100,0.5170570116751261,bus
19892457,19892403,13,bus,1989,15,west,100,0.5170570116751261,bus
19892457,19892403,98,bus,1989,60,west,100,0.5170570116751261,bus
19892457,1989852,14,bus,1989,15,west,100,0.6036297360301033,bus
19892457,1989874,15,bus,1989,20,west,100,0.6703072751574379,bus
19892457,19892005,98,bus,1989,60,west,100,3.305682042815833,bus
19892403,19892216,14,bus,1989,15,west,100,0.28228258035792103,bus
19892403,19892216,15,bus,1989,20,west,100,0.28228258035792103,bus
19892403,19892216,20,bus,1989,10,west,100,0.28228258035792103,bus
19892403,19892459,20,bus,1989,10,west,100,0.9065458079696269,bus
19892403,19891976,13,bus,1989,15,west,100,0.32898736263073886,bus
19891976,19892305,13,bus,1989,15,west,100,0.5305530076473141,bus
19892305,19891482,13,bus,1989,15,west,100,0.49268767932364455,bus
19891482,19892332,13,bus,1989,15,west,100,0.2948953532103904,bus
19892332,19891416,13,bus,1989,15,west,100,0.37640598307889617,bus
19891416,19892165,13,bus,1989,15,west,100,0.2954653817272776,bus
19892165,19891041,13,bus,1989,15,west,100,0.5164786372921105,bus
19891041,19891489,13,bus,1989,15,west,100,0.43447770420859605,bus
19891489,19892493,13,bus,1989,15,west,100,0.45780292427713615,bus
19892493,19892490,13,bus,1989,15,west,100,0.41542522017453326,bus
19892490,19892501,13,bus,1989,15,west,100,0.5357366540808532,bus
19892501,19891362,13,bus,1989,15,west,100,0.6873251985384832,bus
19891362,19892217,13,bus,1989,15,west,100,1.193201101855495,bus
19892217,19891031,13,bus,1989,15,west,100,0.337749927868556,bus
19891031,1989645,72,bus,1989,15,west,100,0.5172988122716815,bus
19891031,1989643,72,bus,1989,15,west,100,0.17680925025441124,bus
1989821,19892077,13,bus,1989,15,west,100,0.5780002975147929,bus
19892077,19892327,13,bus,1989,15,west,100,0.4226891179432877,bus
19892327,19891219,13,bus,1989,15,west,100,0.08539838450853106,bus
19891219,1989152,13,bus,1989,15,west,100,0.5656323340317857,bus
1989152,19892419,13,bus,1989,15,west,100,0.34286421893744157,bus
19892419,19892642,13,bus,1989,15,west,100,0.07186428215489572,bus
19892642,19892298,13,bus,1989,15,west,100,0.7408240793715866,bus
19892298,19891450,13,bus,1989,15,west,100,0.39916640803629816,bus
19892298,1989541,92,bus,1989,10,west,100,0.25314053275596843,bus
19892298,1989929,92,bus,1989,10,west,100,0.07150472648187284,bus
19891450,19892599,31,bus,1989,15,west,100,0.5258246567979799,bus
19891450,19892599,34,bus,1989,15,west,100,0.5258246567979799,bus
19891450,19892599,54,bus,1989,10,west,100,0.5258246567979799,bus
19891450,19892599,56,bus,1989,15,west,100,0.5258246567979799,bus
19891450,19892599,97,bus,1989,15,west,100,0.5258246567979799,bus
19891450,19892379,31,bus,1989,15,west,100,0.43093877640056016,bus
19891450,19892379,34,bus,1989,15,west,100,0.43093877640056016,bus
19891450,19892379,54,bus,1989,10,west,100,0.43093877640056016,bus
19891450,19892379,56,bus,1989,15,west,100,0.43093877640056016,bus
19891450,19892379,13,bus,1989,15,west,100,0.43093877640056016,bus
19891450,19892379,92,bus,1989,10,west,100,0.43093877640056016,bus
19891450,19892379,97,bus,1989,15,west,100,0.43093877640056016,bus
19891450,1989929,92,bus,1989,10,west,100,0.350505786740646,bus
19892379,1989340,31,bus,1989,15,west,100,0.22088972877537397,bus
19892379,1989340,34,bus,1989,15,west,100,0.22088972877537397,bus
19892379,1989340,80,bus,1989,10,west,100,0.22088972877537397,bus
19892379,1989340,13,bus,1989,15,west,100,0.22088972877537397,bus
19892379,1989340,92,bus,1989,10,west,100,0.22088972877537397,bus
19892379,1989310,5,bus,1989,10,west,100,0.4561416217642772,bus
19892379,1989310,56,bus,1989,15,west,100,0.4561416217642772,bus
19892379,1989639,5,bus,1989,10,west,100,0.2935560216936272,bus
19892379,1989639,63,bus,1989,15,west,100,0.2935560216936272,bus
19892379,19891829,54,bus,1989,10,west,100,0.2227168127831114,bus
19892379,19891829,97,bus,1989,15,west,100,0.2227168127831114,bus
19892379,198965,63,bus,1989,15,west,100,0.433086035146796,bus
1989340,19892044,31,bus,1989,15,west,100,0.4585857707984988,bus
1989340,19892044,34,bus,1989,15,west,100,0.4585857707984988,bus
1989340,19892044,13,bus,1989,15,west,100,0.4585857707984988,bus
1989340,19892044,92,bus,1989,10,west,100,0.4585857707984988,bus
1989340,19892133,31,bus,1989,15,west,100,2.6571691416608494,bus
1989340,19892120,31,bus,1989,15,west,100,2.8358748288371842,bus
1989340,1989505,80,bus,1989,10,west,100,0.34011360580297106,bus
19892044,19891419,31,bus,1989,15,west,100,0.46603023430547524,bus
19892044,19891419,34,bus,1989,15,west,100,0.46603023430547524,bus
19892044,19891419,97,bus,1989,15,west,100,0.46603023430547524,bus
19892044,19891127,31,bus,1989,15,west,100,0.9966152611145708,bus
19892044,19891402,31,bus,1989,15,west,100,2.3759186244119848,bus
19892044,19891420,13,bus,1989,15,west,100,0.45804107406424116,bus
19892044,19892045,92,bus,1989,10,west,100,0.4992077667882183,bus
19892044,19891829,97,bus,1989,15,west,100,0.45669592508690665,bus
19891420,19891411,13,bus,1989,15,west,100,0.5062468928307592,bus
19891411,198993,13,bus,1989,15,west,100,0.4981981598380382,bus
198993,19891412,35,bus,1989,0,west,100,0.49919780954972826,bus
198993,1989845,35,bus,1989,0,west,100,0.26865274992022226,bus
198993,19892567,13,bus,1989,15,west,100,0.3000262543773891,bus
19892567,1989841,13,bus,1989,15,west,100,0.6777841811839882,bus
1989841,19891798,13,bus,1989,15,west,100,0.43428763181718993,bus
19891798,19892504,13,bus,1989,15,west,100,0.6268427243349324,bus
19892504,19891056,13,bus,1989,15,west,100,0.8560283036886912,bus
19891056,19891405,13,bus,1989,15,west,100,1.5359773075422076,bus
1989471,19892311,21,strassenbahn,1989,20,east,195,0.0,strassenbahn
1989471,19892311,4,strassenbahn,1989,12,east,195,0.0,strassenbahn
1989471,19892311,13,strassenbahn,1989,20,east,195,0.0,strassenbahn
19892311,19891685,21,strassenbahn,1989,20,east,195,0.8750198205101328,strassenbahn
19892311,19891685,4,strassenbahn,1989,12,east,195,0.8750198205101328,strassenbahn
19892311,19891685,13,strassenbahn,1989,20,east,195,0.8750198205101328,strassenbahn
19892311,1989245,22,strassenbahn,1989,15,east,195,1.0301175699981167,strassenbahn
19892311,1989245,46,strassenbahn,1989,7,east,195,1.0301175699981167,strassenbahn
19892311,1989245,49,strassenbahn,1989,10,east,195,1.0301175699981167,strassenbahn
19892311,19892639,22,strassenbahn,1989,15,east,195,0.7501735281285276,strassenbahn
19892311,19892639,46,strassenbahn,1989,7,east,195,0.7501735281285276,strassenbahn
19892311,19892640,49,strassenbahn,1989,10,east,195,0.804579757623441,strassenbahn
19891685,1989736,21,strassenbahn,1989,20,east,195,0.6885144684425141,strassenbahn
19891685,1989735,4,strassenbahn,1989,12,east,195,0.6885144684425141,strassenbahn
19891685,1989735,13,strassenbahn,1989,20,east,195,0.6885144684425141,strassenbahn
1989735,1989369,4,strassenbahn,1989,12,east,195,0.37654318608506315,strassenbahn
1989735,1989369,13,strassenbahn,1989,20,east,195,0.37654318608506315,strassenbahn
1989369,1989736,21,strassenbahn,1989,20,east,195,0.37654318608506315,strassenbahn
1989369,1989136,21,strassenbahn,1989,20,east,195,0.28588513188308473,strassenbahn
1989369,1989135,4,strassenbahn,1989,12,east,195,0.28588513188308473,strassenbahn
1989369,1989135,13,strassenbahn,1989,20,east,195,0.28588513188308473,strassenbahn
1989135,19891251,4,strassenbahn,1989,12,east,195,0.8238160252575188,strassenbahn
1989135,19891251,13,strassenbahn,1989,20,east,195,0.8238160252575188,strassenbahn
19891251,1989919,3,strassenbahn,1989,10,east,195,2.121438436670154,strassenbahn
19891251,1989213,4,strassenbahn,1989,12,east,195,0.8597755059370565,strassenbahn
19891251,1989214,13,strassenbahn,1989,20,east,195,0.8597755059370565,strassenbahn
1989214,19891255,21,strassenbahn,1989,20,east,195,0.8598111889603022,strassenbahn
1989214,19892315,21,strassenbahn,1989,20,east,195,1.786008552318748,strassenbahn
1989214,19892315,13,strassenbahn,1989,20,east,195,1.786008552318748,strassenbahn
19892315,1989936,21,strassenbahn,1989,20,east,195,0.9501085667215405,strassenbahn
19892315,1989213,4,strassenbahn,1989,12,east,195,1.786008552318748,strassenbahn
19892315,1989769,4,strassenbahn,1989,12,east,195,1.685136282667156,strassenbahn
19892315,1989935,13,strassenbahn,1989,20,east,195,0.9501085667215405,strassenbahn
1989935,19891905,13,strassenbahn,1989,20,east,195,1.1087055873858345,strassenbahn
19891905,1989936,21,strassenbahn,1989,20,east,195,1.1087055873858345,strassenbahn
19891905,19892438,21,strassenbahn,1989,20,east,195,1.3398939330497597,strassenbahn
19891905,19892438,13,strassenbahn,1989,20,east,195,1.3398939330497597,strassenbahn
19891905,19891940,82,strassenbahn,1989,12,east,195,1.0474216139272587,strassenbahn
19891905,19891892,82,strassenbahn,1989,12,east,195,0.5119952935329104,strassenbahn
19892438,1989861,21,strassenbahn,1989,20,east,195,0.6325789779143915,strassenbahn
19892438,1989861,13,strassenbahn,1989,20,east,195,0.6325789779143915,strassenbahn
1989861,1989958,21,strassenbahn,1989,20,east,195,0.799049551139352,strassenbahn
1989861,1989958,13,strassenbahn,1989,20,east,195,0.799049551139352,strassenbahn
1989861,1989958,82,strassenbahn,1989,12,east,195,0.799049551139352,strassenbahn
1989861,19891940,82,strassenbahn,1989,12,east,195,0.9387399560743815,strassenbahn
1989958,19891293,21,strassenbahn,1989,20,east,195,0.8085079120318414,strassenbahn
1989958,19891293,82,strassenbahn,1989,12,east,195,0.8085079120318414,strassenbahn
19891461,19892063,14,bus,1989,15,west,100,0.5405424791895752,bus
19891461,1989664,22,bus,1989,15,west,100,0.4259445114325831,bus
19891461,19892528,22,bus,1989,15,west,100,0.44086616094700026,bus
19892063,1989376,14,bus,1989,15,west,100,0.031995705229076916,bus
1989376,1989517,14,bus,1989,15,west,100,0.31513519817974506,bus
1989376,1989517,22,bus,1989,15,west,100,0.31513519817974506,bus
1989376,19892066,22,bus,1989,15,west,100,0.363158535689402,bus
1989517,1989488,14,bus,1989,15,west,100,0.47698126882165415,bus
1989517,1989488,22,bus,1989,15,west,100,0.47698126882165415,bus
1989488,19891941,14,bus,1989,15,west,100,0.3042964381181792,bus
1989488,1989486,15,bus,1989,20,west,100,0.585213354308035,bus
1989488,19891342,15,bus,1989,20,west,100,0.47735375393182883,bus
1989488,19891342,22,bus,1989,15,west,100,0.47735375393182883,bus
19891941,19892564,14,bus,1989,15,west,100,0.30746509305973835,bus
19892564,1989421,14,bus,1989,15,west,100,0.5614527388437678,bus
1989421,19891799,14,bus,1989,15,west,100,0.4597310217689785,bus
1989421,19891927,22,bus,1989,15,west,100,0.4602029979194304,bus
1989421,19891998,22,bus,1989,15,west,100,0.6649919057146307,bus
19891799,19891550,14,bus,1989,15,west,100,0.47538305083274085,bus
19891799,198954,26,bus,1989,20,west,100,0.47508263267596507,bus
19891550,198954,14,bus,1989,15,west,100,0.0014036085324666918,bus
19891550,198990,64,bus,1989,15,west,100,0.24435184363776535,bus
198954,19892214,15,bus,1989,20,west,100,0.3802194247866611,bus
198954,19892214,21,bus,1989,10,west,100,0.3802194247866611,bus
198954,19892214,62,bus,1989,7,west,100,0.3802194247866611,bus
198954,198990,15,bus,1989,20,west,100,0.24469498917069202,bus
198954,198990,21,bus,1989,10,west,100,0.24469498917069202,bus
198954,198990,62,bus,1989,7,west,100,0.24469498917069202,bus
198954,19892285,64,bus,1989,15,west,100,1.2564373672613711,bus
198984,198985,14,bus,1989,15,west,100,0.35855939664948605,bus
198985,198989,14,bus,1989,15,west,100,0.36289322583280087,bus
198989,1989289,14,bus,1989,15,west,100,0.5759399817594221,bus
198989,19891703,64,bus,1989,15,west,100,0.9144239668528357,bus
1989289,1989712,14,bus,1989,15,west,100,0.3912586987203146,bus
1989712,19892216,14,bus,1989,15,west,100,0.31464837874868445,bus
1989712,19892216,15,bus,1989,20,west,100,0.31464837874868445,bus
1989712,19892282,15,bus,1989,20,west,100,0.41229268252836077,bus
19892216,19892632,20,bus,1989,10,west,100,0.312924989253155,bus
1989852,19892221,14,bus,1989,15,west,100,1.4467051701346727,bus
19892221,1989103,14,bus,1989,15,west,100,0.25749369404692785,bus
1989103,1989438,14,bus,1989,15,west,100,0.5094846085416301,bus
1989438,19892006,14,bus,1989,15,west,100,0.5490228596849108,bus
19892006,19891078,14,bus,1989,15,west,100,0.5780283892122164,bus
19891078,19892630,14,bus,1989,15,west,100,0.5290203202275268,bus
19892630,1989867,14,bus,1989,15,west,100,0.6805324257937297,bus
1989867,19891159,14,bus,1989,15,west,100,0.46741280031987814,bus
19891159,19891194,14,bus,1989,15,west,100,0.3539422124827249,bus
19891194,19891400,14,bus,1989,15,west,100,0.33741736382269744,bus
19891400,19892024,14,bus,1989,15,west,100,0.29354864779087464,bus
19892024,1989851,14,bus,1989,15,west,100,0.3748148615513064,bus
1989851,1989633,14,bus,1989,15,west,100,0.6489238905793899,bus
19891592,19891396,5,strassenbahn,1989,20,east,195,1.5620159213268392,strassenbahn
19891342,1989559,15,bus,1989,20,west,100,0.4825228932539346,bus
19891342,1989212,22,bus,1989,15,west,100,0.25313829761646495,bus
1989559,1989560,15,bus,1989,20,west,100,0.25415520043568307,bus
1989559,19891942,21,bus,1989,10,west,100,0.730070592091312,bus
1989559,19891927,21,bus,1989,10,west,100,0.6824517093601197,bus
1989559,19891927,62,bus,1989,7,west,100,0.6824517093601197,bus
1989559,1989487,62,bus,1989,7,west,100,0.6021861420388772,bus
1989560,1989422,15,bus,1989,20,west,100,0.2596131736409447,bus
1989422,19891926,15,bus,1989,20,west,100,0.4778980714725307,bus
19891926,19891552,15,bus,1989,20,west,100,0.19620904741784184,bus
19891552,19892214,15,bus,1989,20,west,100,0.2661437950899445,bus
19891552,19892214,21,bus,1989,10,west,100,0.2661437950899445,bus
19891552,19892214,62,bus,1989,7,west,100,0.2661437950899445,bus
19891552,19891927,21,bus,1989,10,west,100,0.14713891309604146,bus
19891552,19891927,62,bus,1989,7,west,100,0.14713891309604146,bus
19891552,198953,22,bus,1989,15,west,100,0.7760653787937134,bus
19891552,19892563,22,bus,1989,15,west,100,0.008278273116204927,bus
198990,19891741,15,bus,1989,20,west,100,0.31543447384625656,bus
198990,19891751,21,bus,1989,10,west,100,0.31319386222395695,bus
198990,19892285,26,bus,1989,20,west,100,1.2414835600279188,bus
198990,19891740,26,bus,1989,20,west,100,0.3148728037681002,bus
198990,1989999,62,bus,1989,7,west,100,0.31235376444953705,bus
198990,1989999,64,bus,1989,15,west,100,0.31235376444953705,bus
19891741,1989479,15,bus,1989,20,west,100,0.5549238773205036,bus
1989479,19891612,15,bus,1989,20,west,100,0.6783581382586987,bus
1989479,19891612,21,bus,1989,10,west,100,0.6783581382586987,bus
1989479,19891751,21,bus,1989,10,west,100,0.5535995709183391,bus
19891612,1989480,15,bus,1989,20,west,100,0.28688999373945356,bus
19891612,1989480,21,bus,1989,10,west,100,0.28688999373945356,bus
1989480,19891536,15,bus,1989,20,west,100,0.1894726661509249,bus
1989480,19891537,21,bus,1989,10,west,100,0.19212678372238362,bus
19891536,19891430,15,bus,1989,20,west,100,0.576568559079277,bus
19891430,1989985,15,bus,1989,20,west,100,0.4239343987762414,bus
19891430,19891537,21,bus,1989,10,west,100,0.5738786722329569,bus
19891430,19892453,21,bus,1989,10,west,100,0.3734921995390028,bus
1989985,1989939,15,bus,1989,20,west,100,0.5785513961940312,bus
1989939,1989524,15,bus,1989,20,west,100,0.8170529367434874,bus
1989939,19892587,26,bus,1989,20,west,100,0.11122014397383556,bus
1989939,19892099,26,bus,1989,20,west,100,0.17475794985102192,bus
1989524,1989407,15,bus,1989,20,west,100,0.5689508987889446,bus
1989407,1989298,15,bus,1989,20,west,100,0.23242215986887238,bus
1989298,19892282,15,bus,1989,20,west,100,0.34072887952382414,bus
1989874,198977,15,bus,1989,20,west,100,0.6879564557417163,bus
198977,1989579,15,bus,1989,20,west,100,0.27810941213207957,bus
1989579,19891471,15,bus,1989,20,west,100,0.24242659575609526,bus
19891471,19892004,15,bus,1989,20,west,100,0.3802581159233446,bus
19892004,19891393,15,bus,1989,20,west,100,0.5280869041525749,bus
19891393,1989548,15,bus,1989,20,west,100,0.3212160202600412,bus
1989548,1989542,15,bus,1989,20,west,100,0.30558218343856464,bus
1989542,1989928,15,bus,1989,20,west,100,0.31535784677444406,bus
1989928,19891319,15,bus,1989,20,west,100,0.5161608886603519,bus
19891319,1989453,15,bus,1989,20,west,100,0.22482275843919278,bus
1989453,1989876,15,bus,1989,20,west,100,0.48830828972940193,bus
1989876,19892511,15,bus,1989,20,west,100,0.4192459360369165,bus
19891407,1989969,15,bus,1989,20,west,100,0.22097670435286382,bus
19891391,19892627,15,bus,1989,20,west,100,0.32969215582795613,bus
19892627,198994,15,bus,1989,20,west,100,0.40660966445154706,bus
198994,19891026,15,bus,1989,20,west,100,1.0733279638759898,bus
19891026,1989948,15,bus,1989,20,west,100,0.5726191269614402,bus
1989948,1989988,15,bus,1989,20,west,100,0.3810839867323671,bus
1989533,19891869,15,strassenbahn,1989,10,east,195,1.025269136884371,strassenbahn
19891869,19891692,15,strassenbahn,1989,10,east,195,0.5106548248967725,strassenbahn
19891692,1989656,15,strassenbahn,1989,10,east,195,1.438235795193295,strassenbahn
19891692,1989656,16,strassenbahn,1989,20,east,195,1.438235795193295,strassenbahn
19891692,1989656,63,strassenbahn,1989,15,east,195,1.438235795193295,strassenbahn
19891692,1989656,63E,strassenbahn,1989,15,east,195,1.438235795193295,strassenbahn
19891692,1989656,70,strassenbahn,1989,15,east,195,1.438235795193295,strassenbahn
19891692,1989656,72,strassenbahn,1989,0,east,195,1.438235795193295,strassenbahn
19891692,19892637,16,strassenbahn,1989,20,east,195,1.2406834600874983,strassenbahn
19891692,1989918,28,strassenbahn,1989,10,east,195,1.2406834600874983,strassenbahn
19891692,1989918,63,strassenbahn,1989,15,east,195,1.2406834600874983,strassenbahn
19891692,1989918,63E,strassenbahn,1989,15,east,195,1.2406834600874983,strassenbahn
19891692,1989918,70,strassenbahn,1989,15,east,195,1.2406834600874983,strassenbahn
19891692,1989918,72,strassenbahn,1989,0,east,195,1.2406834600874983,strassenbahn
19892316,19892462,16,bus,1989,20,west,100,0.27837260866004787,bus
19892462,19891327,16,bus,1989,20,west,100,0.47391620652676064,bus
19891327,1989992,16,bus,1989,20,west,100,0.22618996666520713,bus
1989992,19892361,16,bus,1989,20,west,100,0.4007761480567644,bus
1989992,19892361,72,bus,1989,15,west,100,0.4007761480567644,bus
1989992,19891325,72,bus,1989,15,west,100,0.2335348205623686,bus
19892361,19891408,16,bus,1989,20,west,100,0.2946406230371798,bus
19892361,19891408,64,bus,1989,15,west,100,0.2946406230371798,bus
19892361,1989527,64,bus,1989,15,west,100,0.7077613809338645,bus
19892361,19892544,72,bus,1989,15,west,100,0.38155885073720813,bus
19891334,19892299,16,bus,1989,20,west,100,0.46226113699218385,bus
19892299,19891945,16,bus,1989,20,west,100,0.3203560294039607,bus
19892299,19892053,64,bus,1989,15,west,100,0.5924317039592709,bus
19892299,19892219,64,bus,1989,15,west,100,0.4319199615449493,bus
19891945,19892218,16,bus,1989,20,west,100,0.652238019978193,bus
19892218,19891478,71,bus,1989,20,west,100,0.6126986260955211,bus
19892218,19891715,71,bus,1989,20,west,100,0.42111111183923167,bus
19892218,19891715,70,bus,1989,10,west,100,0.42111111183923167,bus
19892218,19891715,72,bus,1989,15,west,100,0.42111111183923167,bus
19892218,1989549,16,bus,1989,20,west,100,0.00863805972166085,bus
19892218,1989850,83,bus,1989,20,west,100,0.8796738874127362,bus
1989549,19891715,16,bus,1989,20,west,100,0.4125595378833512,bus
19891715,19891748,71,bus,1989,20,west,100,0.46528077657796735,bus
19891715,19892164,16,bus,1989,20,west,100,0.19984801662360788,bus
19891715,19892164,70,bus,1989,10,west,100,0.19984801662360788,bus
19891715,19892164,72,bus,1989,15,west,100,0.19984801662360788,bus
19891715,19891171,90,bus,1989,10,west,100,0.35031060726859614,bus
19891715,198991,90,bus,1989,10,west,100,0.5552822400023074,bus
19892164,19892574,16,bus,1989,20,west,100,0.9119478466778017,bus
19892164,19891747,70,bus,1989,10,west,100,0.34830019236145954,bus
19892164,19891747,72,bus,1989,15,west,100,0.34830019236145954,bus
19892574,1989256,16,bus,1989,20,west,100,0.5715806944483413,bus
19892574,19892288,70,bus,1989,10,west,100,0.010191516050666585,bus
19892574,19891154,70,bus,1989,10,west,100,0.2712640716632485,bus
1989256,19892288,16,bus,1989,20,west,100,0.5750499316721794,bus
1989256,19892288,70,bus,1989,10,west,100,0.5750499316721794,bus
1989256,19891747,70,bus,1989,10,west,100,0.2974519820003369,bus
1989256,19891747,72,bus,1989,15,west,100,0.2974519820003369,bus
1989256,19892191,72,bus,1989,15,west,100,0.5695460563502831,bus
19892288,19891083,16,bus,1989,20,west,100,0.2518960319438617,bus
19891083,19891851,16,bus,1989,20,west,100,0.5194359899622296,bus
19891083,19892408,90,bus,1989,10,west,100,0.5861703125017028,bus
19891083,1989377,90,bus,1989,10,west,100,0.23916015394136106,bus
19891851,19892326,16,bus,1989,20,west,100,0.4346930855771398,bus
19892326,1989761,16,bus,1989,20,west,100,0.6849483750754808,bus
19892326,19891113,23,bus,1989,15,west,100,0.297549365800385,bus
19892326,1989499,23,bus,1989,15,west,100,0.841772989360165,bus
1989761,19892256,69,bus,1989,20,west,100,0.5753638782057533,bus
1989761,19892256,16,bus,1989,20,west,100,0.5753638782057533,bus
1989761,19892256,24,bus,1989,20,west,100,0.5753638782057533,bus
1989761,19891978,69,bus,1989,20,west,100,0.37011435391631037,bus
1989761,19891978,24,bus,1989,20,west,100,0.37011435391631037,bus
19892256,19891347,69,bus,1989,20,west,100,0.5097516102274308,bus
19892256,19891347,24,bus,1989,20,west,100,0.5097516102274308,bus
19892256,19891349,16,bus,1989,20,west,100,0.4588887558192859,bus
19891349,19892364,16,bus,1989,20,west,100,0.6843879329376952,bus
19892364,1989922,16,bus,1989,20,west,100,0.7878819911337158,bus
19892364,1989116,19,bus,1989,5,west,100,0.4960448013468114,bus
19892364,19891679,19,bus,1989,5,west,100,0.5658072669121155,bus
1989922,1989494,16,bus,1989,20,west,100,0.2588448349210463,bus
1989922,19891453,73,bus,1989,10,west,100,0.3040529383470304,bus
1989922,19891453,85,bus,1989,7,west,100,0.3040529383470304,bus
1989922,1989167,73,bus,1989,10,west,100,0.28593871290271544,bus
1989922,1989167,85,bus,1989,7,west,100,0.28593871290271544,bus
1989494,19891392,16,bus,1989,20,west,100,1.731675669960033,bus
19891392,1989167,16,bus,1989,20,west,100,1.401709783678397,bus
19891392,19892335,48,bus,1989,7,west,100,0.11964253466303984,bus
19891392,19892335,85,bus,1989,7,west,100,0.11964253466303984,bus
19891392,1989452,48,bus,1989,7,west,100,0.3564238629890694,bus
